ticket_id,application_id,channel,issue_category,resolution_time_mins,cost_to_serve_usd
TCK-4002406,APP-1010609,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,35,12.0
TCK-4002407,APP-1010612,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002408,APP-1010618,In_App_Chat,Status_Inquiry_WhereIsMyAccount,40,8.5
TCK-4002409,APP-1010626,In_App_Chat,Status_Inquiry_WhereIsMyAccount,20,8.5
TCK-4002410,APP-1010636,In_App_Chat,Status_Inquiry_WhereIsMyAccount,42,8.5
TCK-4002411,APP-1010639,In_App_Chat,Status_Inquiry_WhereIsMyAccount,24,8.5
TCK-4002412,APP-1010644,Phone_IVR,Status_Inquiry_WhereIsMyAccount,10,18.0
TCK-4002413,APP-1010651,In_App_Chat,Status_Inquiry_WhereIsMyAccount,44,8.5
TCK-4002414,APP-1010655,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4002415,APP-1010667,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4002416,APP-1010671,Phone_IVR,Status_Inquiry_WhereIsMyAccount,29,18.0
TCK-4002417,APP-1010682,In_App_Chat,General_Clarification,22,8.5
TCK-4002418,APP-1010684,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,25,12.0
TCK-4002419,APP-1010699,In_App_Chat,General_Clarification,12,8.5
TCK-4002420,APP-1010708,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4002421,APP-1010710,In_App_Chat,General_Clarification,15,8.5
TCK-4002422,APP-1010714,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4002423,APP-1010722,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,40,12.0
TCK-4002424,APP-1010724,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,7,12.0
TCK-4002425,APP-1010726,In_App_Chat,Document_Upload_Failure,18,8.5
TCK-4002426,APP-1010731,In_App_Chat,General_Clarification,5,8.5
TCK-4002427,APP-1010732,In_App_Chat,Document_Upload_Failure,44,8.5
TCK-4002428,APP-1010733,Phone_IVR,Status_Inquiry_WhereIsMyAccount,9,18.0
TCK-4002429,APP-1010734,Phone_IVR,Document_Upload_Failure,5,18.0
TCK-4002430,APP-1010736,In_App_Chat,Status_Inquiry_WhereIsMyAccount,22,8.5
TCK-4002431,APP-1010744,In_App_Chat,Status_Inquiry_WhereIsMyAccount,36,8.5
TCK-4002432,APP-1010747,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,16,12.0
TCK-4002433,APP-1010749,In_App_Chat,Status_Inquiry_WhereIsMyAccount,12,8.5
TCK-4002434,APP-1010752,In_App_Chat,Status_Inquiry_WhereIsMyAccount,20,8.5
TCK-4002435,APP-1010753,Phone_IVR,Status_Inquiry_WhereIsMyAccount,42,18.0
TCK-4002436,APP-1010757,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,33,12.0
TCK-4002437,APP-1010758,In_App_Chat,Status_Inquiry_WhereIsMyAccount,43,8.5
TCK-4002438,APP-1010766,In_App_Chat,Status_Inquiry_WhereIsMyAccount,10,8.5
TCK-4002439,APP-1010773,Email_Helpdesk,General_Clarification,19,12.0
TCK-4002440,APP-1010775,In_App_Chat,Status_Inquiry_WhereIsMyAccount,35,8.5
TCK-4002441,APP-1010776,Phone_IVR,Status_Inquiry_WhereIsMyAccount,23,18.0
TCK-4002442,APP-1010778,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4002443,APP-1010790,In_App_Chat,Status_Inquiry_WhereIsMyAccount,33,8.5
TCK-4002444,APP-1010795,Phone_IVR,Status_Inquiry_WhereIsMyAccount,18,18.0
TCK-4002445,APP-1010800,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4002446,APP-1010805,In_App_Chat,Status_Inquiry_WhereIsMyAccount,21,8.5
TCK-4002447,APP-1010807,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4002448,APP-1010813,In_App_Chat,Document_Upload_Failure,28,8.5
TCK-4002449,APP-1010819,In_App_Chat,Status_Inquiry_WhereIsMyAccount,35,8.5
TCK-4002450,APP-1010825,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002451,APP-1010826,In_App_Chat,Status_Inquiry_WhereIsMyAccount,10,8.5
TCK-4002452,APP-1010831,In_App_Chat,Status_Inquiry_WhereIsMyAccount,12,8.5
TCK-4002453,APP-1010832,In_App_Chat,Status_Inquiry_WhereIsMyAccount,12,8.5
TCK-4002454,APP-1010841,Phone_IVR,Status_Inquiry_WhereIsMyAccount,27,18.0
TCK-4002455,APP-1010844,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,9,12.0
TCK-4002456,APP-1010848,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4002457,APP-1010851,In_App_Chat,Status_Inquiry_WhereIsMyAccount,14,8.5
TCK-4002458,APP-1010853,Phone_IVR,Status_Inquiry_WhereIsMyAccount,22,18.0
TCK-4002459,APP-1010856,In_App_Chat,Status_Inquiry_WhereIsMyAccount,36,8.5
TCK-4002460,APP-1010857,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4002461,APP-1010859,Phone_IVR,Status_Inquiry_WhereIsMyAccount,32,18.0
TCK-4002462,APP-1010860,Email_Helpdesk,General_Clarification,14,12.0
TCK-4002463,APP-1010870,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4002464,APP-1010881,Phone_IVR,Status_Inquiry_WhereIsMyAccount,44,18.0
TCK-4002465,APP-1010885,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,16,12.0
TCK-4002466,APP-1010887,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,21,12.0
TCK-4002467,APP-1010888,Phone_IVR,Status_Inquiry_WhereIsMyAccount,6,18.0
TCK-4002468,APP-1010913,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,26,12.0
TCK-4002469,APP-1010931,Phone_IVR,Status_Inquiry_WhereIsMyAccount,24,18.0
TCK-4002470,APP-1010932,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4002471,APP-1010933,In_App_Chat,Status_Inquiry_WhereIsMyAccount,23,8.5
TCK-4002472,APP-1010938,In_App_Chat,Status_Inquiry_WhereIsMyAccount,7,8.5
TCK-4002473,APP-1010941,In_App_Chat,Status_Inquiry_WhereIsMyAccount,30,8.5
TCK-4002474,APP-1010942,In_App_Chat,Status_Inquiry_WhereIsMyAccount,28,8.5
TCK-4002475,APP-1010944,In_App_Chat,General_Clarification,28,8.5
TCK-4002476,APP-1010957,In_App_Chat,Status_Inquiry_WhereIsMyAccount,19,8.5
TCK-4002477,APP-1010960,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4002478,APP-1010962,In_App_Chat,Status_Inquiry_WhereIsMyAccount,33,8.5
TCK-4002479,APP-1010963,In_App_Chat,Document_Upload_Failure,22,8.5
TCK-4002480,APP-1010967,In_App_Chat,Status_Inquiry_WhereIsMyAccount,8,8.5
TCK-4002481,APP-1010968,In_App_Chat,Status_Inquiry_WhereIsMyAccount,36,8.5
TCK-4002482,APP-1010969,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,20,12.0
TCK-4002483,APP-1010970,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,40,12.0
TCK-4002484,APP-1010972,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4002485,APP-1010974,Email_Helpdesk,General_Clarification,21,12.0
TCK-4002486,APP-1010977,Phone_IVR,Status_Inquiry_WhereIsMyAccount,34,18.0
TCK-4002487,APP-1010981,Phone_IVR,Status_Inquiry_WhereIsMyAccount,38,18.0
TCK-4002488,APP-1010988,Phone_IVR,Document_Upload_Failure,29,18.0
TCK-4002489,APP-1010994,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4002490,APP-1011000,In_App_Chat,Status_Inquiry_WhereIsMyAccount,9,8.5
TCK-4002491,APP-1011002,In_App_Chat,Status_Inquiry_WhereIsMyAccount,43,8.5
TCK-4002492,APP-1011006,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002493,APP-1011007,In_App_Chat,Status_Inquiry_WhereIsMyAccount,36,8.5
TCK-4002494,APP-1011011,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4002495,APP-1011026,In_App_Chat,Status_Inquiry_WhereIsMyAccount,8,8.5
TCK-4002496,APP-1011031,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,36,12.0
TCK-4002497,APP-1011033,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4002498,APP-1011036,Phone_IVR,Status_Inquiry_WhereIsMyAccount,32,18.0
TCK-4002499,APP-1011043,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4002500,APP-1011049,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4002501,APP-1011050,Phone_IVR,Status_Inquiry_WhereIsMyAccount,28,18.0
TCK-4002502,APP-1011053,Phone_IVR,General_Clarification,24,18.0
TCK-4002503,APP-1011057,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4002504,APP-1011072,In_App_Chat,Status_Inquiry_WhereIsMyAccount,13,8.5
TCK-4002505,APP-1011075,Phone_IVR,General_Clarification,14,18.0
TCK-4002506,APP-1011079,In_App_Chat,Status_Inquiry_WhereIsMyAccount,32,8.5
TCK-4002507,APP-1011085,Phone_IVR,Status_Inquiry_WhereIsMyAccount,18,18.0
TCK-4002508,APP-1011086,In_App_Chat,Document_Upload_Failure,28,8.5
TCK-4002509,APP-1011088,Phone_IVR,Status_Inquiry_WhereIsMyAccount,37,18.0
TCK-4002510,APP-1011091,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002511,APP-1011093,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4002512,APP-1011098,In_App_Chat,Status_Inquiry_WhereIsMyAccount,6,8.5
TCK-4002513,APP-1011100,Phone_IVR,Status_Inquiry_WhereIsMyAccount,5,18.0
TCK-4002514,APP-1011106,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,14,12.0
TCK-4002515,APP-1011110,In_App_Chat,Document_Upload_Failure,37,8.5
TCK-4002516,APP-1011113,In_App_Chat,Status_Inquiry_WhereIsMyAccount,19,8.5
TCK-4002517,APP-1011118,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002518,APP-1011123,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,36,12.0
TCK-4002519,APP-1011130,In_App_Chat,General_Clarification,32,8.5
TCK-4002520,APP-1011141,In_App_Chat,General_Clarification,42,8.5
TCK-4002521,APP-1011144,Phone_IVR,Status_Inquiry_WhereIsMyAccount,11,18.0
TCK-4002522,APP-1011147,In_App_Chat,Status_Inquiry_WhereIsMyAccount,25,8.5
TCK-4002523,APP-1011158,In_App_Chat,Status_Inquiry_WhereIsMyAccount,41,8.5
TCK-4002524,APP-1011166,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4002525,APP-1011167,Phone_IVR,Status_Inquiry_WhereIsMyAccount,25,18.0
TCK-4002526,APP-1011169,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4002527,APP-1011180,In_App_Chat,General_Clarification,32,8.5
TCK-4002528,APP-1011181,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002529,APP-1011182,In_App_Chat,Status_Inquiry_WhereIsMyAccount,23,8.5
TCK-4002530,APP-1011184,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,23,12.0
TCK-4002531,APP-1011191,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,26,12.0
TCK-4002532,APP-1011197,Email_Helpdesk,Document_Upload_Failure,35,12.0
TCK-4002533,APP-1011219,In_App_Chat,General_Clarification,29,8.5
TCK-4002534,APP-1011224,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,18,12.0
TCK-4002535,APP-1011232,In_App_Chat,Status_Inquiry_WhereIsMyAccount,13,8.5
TCK-4002536,APP-1011237,Phone_IVR,Status_Inquiry_WhereIsMyAccount,8,18.0
TCK-4002537,APP-1011238,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4002538,APP-1011240,In_App_Chat,Status_Inquiry_WhereIsMyAccount,28,8.5
TCK-4002539,APP-1011242,In_App_Chat,Document_Upload_Failure,14,8.5
TCK-4002540,APP-1011243,In_App_Chat,General_Clarification,16,8.5
TCK-4002541,APP-1011244,In_App_Chat,Status_Inquiry_WhereIsMyAccount,35,8.5
TCK-4002542,APP-1011245,Phone_IVR,Status_Inquiry_WhereIsMyAccount,11,18.0
TCK-4002543,APP-1011249,Phone_IVR,Status_Inquiry_WhereIsMyAccount,23,18.0
TCK-4002544,APP-1011258,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,41,12.0
TCK-4002545,APP-1011260,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,33,12.0
TCK-4002546,APP-1011265,Phone_IVR,Status_Inquiry_WhereIsMyAccount,9,18.0
TCK-4002547,APP-1011266,In_App_Chat,Status_Inquiry_WhereIsMyAccount,19,8.5
TCK-4002548,APP-1011269,In_App_Chat,Status_Inquiry_WhereIsMyAccount,6,8.5
TCK-4002549,APP-1011275,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,13,12.0
TCK-4002550,APP-1011276,In_App_Chat,Status_Inquiry_WhereIsMyAccount,23,8.5
TCK-4002551,APP-1011281,In_App_Chat,Document_Upload_Failure,39,8.5
TCK-4002552,APP-1011287,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4002553,APP-1011288,Email_Helpdesk,Document_Upload_Failure,5,12.0
TCK-4002554,APP-1011289,In_App_Chat,Status_Inquiry_WhereIsMyAccount,42,8.5
TCK-4002555,APP-1011296,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,28,12.0
TCK-4002556,APP-1011307,In_App_Chat,General_Clarification,33,8.5
TCK-4002557,APP-1011315,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4002558,APP-1011319,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002559,APP-1011321,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,27,12.0
TCK-4002560,APP-1011326,Phone_IVR,Status_Inquiry_WhereIsMyAccount,24,18.0
TCK-4002561,APP-1011330,In_App_Chat,Status_Inquiry_WhereIsMyAccount,31,8.5
TCK-4002562,APP-1011334,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,8,12.0
TCK-4002563,APP-1011335,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4002564,APP-1011339,Phone_IVR,Status_Inquiry_WhereIsMyAccount,7,18.0
TCK-4002565,APP-1011340,In_App_Chat,Document_Upload_Failure,36,8.5
TCK-4002566,APP-1011344,In_App_Chat,Status_Inquiry_WhereIsMyAccount,36,8.5
TCK-4002567,APP-1011345,Phone_IVR,Status_Inquiry_WhereIsMyAccount,33,18.0
TCK-4002568,APP-1011347,In_App_Chat,Status_Inquiry_WhereIsMyAccount,33,8.5
TCK-4002569,APP-1011349,In_App_Chat,General_Clarification,17,8.5
TCK-4002570,APP-1011350,In_App_Chat,Status_Inquiry_WhereIsMyAccount,22,8.5
TCK-4002571,APP-1011355,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4002572,APP-1011357,Phone_IVR,Status_Inquiry_WhereIsMyAccount,5,18.0
TCK-4002573,APP-1011359,In_App_Chat,General_Clarification,15,8.5
TCK-4002574,APP-1011367,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4002575,APP-1011370,Email_Helpdesk,Document_Upload_Failure,43,12.0
TCK-4002576,APP-1011373,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4002577,APP-1011374,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4002578,APP-1011384,Phone_IVR,Status_Inquiry_WhereIsMyAccount,10,18.0
TCK-4002579,APP-1011386,Phone_IVR,Document_Upload_Failure,31,18.0
TCK-4002580,APP-1011389,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,19,12.0
TCK-4002581,APP-1011396,Phone_IVR,Document_Upload_Failure,20,18.0
TCK-4002582,APP-1011398,Phone_IVR,Document_Upload_Failure,5,18.0
TCK-4002583,APP-1011400,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,15,12.0
TCK-4002584,APP-1011402,In_App_Chat,Status_Inquiry_WhereIsMyAccount,35,8.5
TCK-4002585,APP-1011403,In_App_Chat,Status_Inquiry_WhereIsMyAccount,21,8.5
TCK-4002586,APP-1011410,In_App_Chat,General_Clarification,15,8.5
TCK-4002587,APP-1011412,Phone_IVR,Status_Inquiry_WhereIsMyAccount,40,18.0
TCK-4002588,APP-1011420,In_App_Chat,Document_Upload_Failure,11,8.5
TCK-4002589,APP-1011424,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4002590,APP-1011426,Phone_IVR,Status_Inquiry_WhereIsMyAccount,35,18.0
TCK-4002591,APP-1011427,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4002592,APP-1011429,Phone_IVR,Status_Inquiry_WhereIsMyAccount,27,18.0
TCK-4002593,APP-1011430,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,41,12.0
TCK-4002594,APP-1011432,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4002595,APP-1011433,In_App_Chat,Status_Inquiry_WhereIsMyAccount,24,8.5
TCK-4002596,APP-1011434,In_App_Chat,Status_Inquiry_WhereIsMyAccount,37,8.5
TCK-4002597,APP-1011437,Phone_IVR,Status_Inquiry_WhereIsMyAccount,15,18.0
TCK-4002598,APP-1011442,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,28,12.0
TCK-4002599,APP-1011447,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,38,12.0
TCK-4002600,APP-1011448,Phone_IVR,Document_Upload_Failure,38,18.0
TCK-4002601,APP-1011449,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4002602,APP-1011451,In_App_Chat,Status_Inquiry_WhereIsMyAccount,5,8.5
TCK-4002603,APP-1011452,Phone_IVR,Status_Inquiry_WhereIsMyAccount,30,18.0
TCK-4002604,APP-1011454,In_App_Chat,Status_Inquiry_WhereIsMyAccount,25,8.5
TCK-4002605,APP-1011457,In_App_Chat,Status_Inquiry_WhereIsMyAccount,25,8.5
TCK-4002606,APP-1011464,In_App_Chat,Status_Inquiry_WhereIsMyAccount,20,8.5
TCK-4002607,APP-1011467,In_App_Chat,Status_Inquiry_WhereIsMyAccount,20,8.5
TCK-4002608,APP-1011469,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4002609,APP-1011473,In_App_Chat,Status_Inquiry_WhereIsMyAccount,19,8.5
TCK-4002610,APP-1011475,Phone_IVR,Status_Inquiry_WhereIsMyAccount,7,18.0
TCK-4002611,APP-1011477,In_App_Chat,Status_Inquiry_WhereIsMyAccount,35,8.5
TCK-4002612,APP-1011480,Phone_IVR,Status_Inquiry_WhereIsMyAccount,8,18.0
TCK-4002613,APP-1011500,Phone_IVR,Status_Inquiry_WhereIsMyAccount,44,18.0
TCK-4002614,APP-1011503,In_App_Chat,Status_Inquiry_WhereIsMyAccount,31,8.5
TCK-4002615,APP-1011506,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4002616,APP-1011509,In_App_Chat,Status_Inquiry_WhereIsMyAccount,6,8.5
TCK-4002617,APP-1011518,In_App_Chat,Status_Inquiry_WhereIsMyAccount,42,8.5
TCK-4002618,APP-1011519,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4002619,APP-1011521,In_App_Chat,Status_Inquiry_WhereIsMyAccount,28,8.5
TCK-4002620,APP-1011522,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,35,12.0
TCK-4002621,APP-1011529,In_App_Chat,Status_Inquiry_WhereIsMyAccount,8,8.5
TCK-4002622,APP-1011532,In_App_Chat,Status_Inquiry_WhereIsMyAccount,31,8.5
TCK-4002623,APP-1011535,Phone_IVR,Status_Inquiry_WhereIsMyAccount,11,18.0
TCK-4002624,APP-1011541,In_App_Chat,Status_Inquiry_WhereIsMyAccount,16,8.5
TCK-4002625,APP-1011542,Phone_IVR,Status_Inquiry_WhereIsMyAccount,10,18.0
TCK-4002626,APP-1011544,Phone_IVR,Status_Inquiry_WhereIsMyAccount,34,18.0
TCK-4002627,APP-1011548,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4002628,APP-1011551,In_App_Chat,Status_Inquiry_WhereIsMyAccount,26,8.5
TCK-4002629,APP-1011558,In_App_Chat,Status_Inquiry_WhereIsMyAccount,13,8.5
TCK-4002630,APP-1011560,Phone_IVR,Status_Inquiry_WhereIsMyAccount,30,18.0
TCK-4002631,APP-1011561,Phone_IVR,Status_Inquiry_WhereIsMyAccount,20,18.0
TCK-4002632,APP-1011564,In_App_Chat,Status_Inquiry_WhereIsMyAccount,24,8.5
TCK-4002633,APP-1011567,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,19,12.0
TCK-4002634,APP-1011570,In_App_Chat,Status_Inquiry_WhereIsMyAccount,40,8.5
TCK-4002635,APP-1011582,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4002636,APP-1011585,Phone_IVR,Status_Inquiry_WhereIsMyAccount,27,18.0
TCK-4002637,APP-1011586,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4002638,APP-1011594,Email_Helpdesk,General_Clarification,25,12.0
TCK-4002639,APP-1011603,In_App_Chat,Status_Inquiry_WhereIsMyAccount,33,8.5
TCK-4002640,APP-1011605,In_App_Chat,Document_Upload_Failure,23,8.5
TCK-4002641,APP-1011608,Phone_IVR,Status_Inquiry_WhereIsMyAccount,19,18.0
TCK-4002642,APP-1011614,In_App_Chat,Status_Inquiry_WhereIsMyAccount,6,8.5
TCK-4002643,APP-1011618,In_App_Chat,General_Clarification,5,8.5
TCK-4002644,APP-1011619,In_App_Chat,General_Clarification,34,8.5
TCK-4002645,APP-1011628,Phone_IVR,Status_Inquiry_WhereIsMyAccount,28,18.0
TCK-4002646,APP-1011633,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,34,12.0
TCK-4002647,APP-1011634,In_App_Chat,Status_Inquiry_WhereIsMyAccount,41,8.5
TCK-4002648,APP-1011639,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,38,12.0
TCK-4002649,APP-1011640,In_App_Chat,Status_Inquiry_WhereIsMyAccount,14,8.5
TCK-4002650,APP-1011644,Phone_IVR,General_Clarification,41,18.0
TCK-4002651,APP-1011647,In_App_Chat,Document_Upload_Failure,15,8.5
TCK-4002652,APP-1011649,In_App_Chat,Status_Inquiry_WhereIsMyAccount,17,8.5
TCK-4002653,APP-1011652,In_App_Chat,Status_Inquiry_WhereIsMyAccount,7,8.5
TCK-4002654,APP-1011661,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4002655,APP-1011674,In_App_Chat,Status_Inquiry_WhereIsMyAccount,38,8.5
TCK-4002656,APP-1011681,In_App_Chat,Status_Inquiry_WhereIsMyAccount,15,8.5
TCK-4002657,APP-1011686,In_App_Chat,Status_Inquiry_WhereIsMyAccount,18,8.5
TCK-4002658,APP-1011687,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,15,12.0
TCK-4002659,APP-1011691,Phone_IVR,Status_Inquiry_WhereIsMyAccount,36,18.0
TCK-4002660,APP-1011693,In_App_Chat,Status_Inquiry_WhereIsMyAccount,36,8.5
TCK-4002661,APP-1011705,In_App_Chat,Status_Inquiry_WhereIsMyAccount,39,8.5
TCK-4002662,APP-1011726,In_App_Chat,Status_Inquiry_WhereIsMyAccount,34,8.5
TCK-4002663,APP-1011750,Phone_IVR,Status_Inquiry_WhereIsMyAccount,6,18.0
TCK-4002664,APP-1011761,In_App_Chat,Status_Inquiry_WhereIsMyAccount,20,8.5
TCK-4002665,APP-1011768,In_App_Chat,Status_Inquiry_WhereIsMyAccount,44,8.5
TCK-4002666,APP-1011769,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4002667,APP-1011773,Phone_IVR,Status_Inquiry_WhereIsMyAccount,36,18.0
TCK-4002668,APP-1011774,In_App_Chat,Status_Inquiry_WhereIsMyAccount,29,8.5
TCK-4002669,APP-1011776,Phone_IVR,Status_Inquiry_WhereIsMyAccount,31,18.0
TCK-4002670,APP-1011779,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,21,12.0
TCK-4002671,APP-1011780,Phone_IVR,Status_Inquiry_WhereIsMyAccount,9,18.0
TCK-4002672,APP-1011787,Phone_IVR,Status_Inquiry_WhereIsMyAccount,32,18.0
TCK-4002673,APP-1011790,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,22,12.0
TCK-4002674,APP-1011792,Phone_IVR,Status_Inquiry_WhereIsMyAccount,5,18.0
TCK-4002675,APP-1011794,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,16,12.0
TCK-4002676,APP-1011800,In_App_Chat,Status_Inquiry_WhereIsMyAccount,22,8.5
TCK-4002677,APP-1011803,Phone_IVR,Status_Inquiry_WhereIsMyAccount,20,18.0
TCK-4002678,APP-1011805,Email_Helpdesk,Document_Upload_Failure,18,12.0
TCK-4002679,APP-1011806,Email_Helpdesk,Status_Inquiry_WhereIsMyAccount,22,12.0
TCK-4002680,APP-1011808,Phone_IVR,Status_Inquiry_WhereIsMyAccount,34,18.0
TCK-4002681,APP-1011813,In_App_Chat,Document_Upload_Failure,32,8.5
TCK-4002682,APP-1011822,Phone_IVR,Status_Inquiry_WhereIsMyAccount,23,18.0
TCK-4002683,APP-1011825,In_App_Chat,General_Clarification,30,8.5
TCK-4002684,APP-1011832,Email_Helpdesk,Document_Upload_Failure,33,12.0
TCK-4002685,APP-1011833,In_App_Chat,General_Clarification,35,8.5
TCK-4002686,APP-1011835,In_App_Chat,Status_Inquiry_WhereIsMyAccount,6,8.5
TCK-4002687,APP-1011847,In_App_Chat,Status_Inquiry_WhereIsMyAccount,7,8.5
TCK-4002688,APP-1011848,Phone_IVR,Status_Inquiry_WhereIsMyAccount,40,18.0
TCK-4002689,APP-1011858,Phone_IVR,Status_Inquiry_WhereIsMyAccount,15,18.0
TCK-4002690,APP-1011861,In_App_Chat,Status_Inquiry_WhereIsMyAccount,13,8.5
TCK-4002691,APP-1011862,In_App_Chat,Status_Inquiry_WhereIsMyAccount,13,8.5
TCK-4002692,APP-1011866,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4002693,APP-1011868,In_App_Chat,Status_Inquiry_WhereIsMyAccount,23,8.5
TCK-4002694,APP-1011871,In_App_Chat,Status_Inquiry_WhereIsMyAccount,27,8.5
TCK-4002695,APP-1011872,In_App_Chat,Status_Inquiry_WhereIsMyAccount,43,8.5
TCK-4002696,APP-1011876,Phone_IVR,Status_Inquiry_WhereIsMyAccount,40,18.0
TCK-4002697,APP-1011877,Phone_IVR,Status_Inquiry_WhereIsMyAccount,33,18.0
TCK-4002698,APP-1011881,In_App_Chat,Status_Inquiry_WhereIsMyAccount,11,8.5
TCK-4002699,APP-1011884,Phone_IVR,Status_Inquiry_WhereIsMyAccount,13,18.0
